Timestamp,gender,age,state,monthly_income,subscription_reason,subscription_plan,payment,device,pref_time,watch_duration,fav_genre,movie_recom,rating,netflix_recom,feedback
8/9/2023 14:31:39,Male,18 - 25,Melaka,RM0,Good recommendation system,Mobile,Netflix Gift Cards,Smartphones & Tablets,Weekends,4 to 7 hours,"Action, Adventure, Mystery",Train to Busan,4,5,
8/9/2023 14:32:16,Male,18 - 25,Kuala Lumpur,RM0,Good recommendation system,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,4 to 7 hours,"Drama, Fantasy, Musical",Doctor Cha,5,4,
8/9/2023 14:33:03,Male,26 - 35,Perak,RM1000 - RM2000,Good recommendation system,Premium,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,Weekends,1 to 3 hours,"Adventure, Drama, Musical, Thriller, Romance",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,4,
8/9/2023 14:45:54,Male,26 - 35,Kelantan,Below RM1000,Good original content,Mobile,Mobile Wallet (eg: Touch 'n Go),,Weekends,4 to 7 hours,Adventure,Train to Busan,2,,maybe Can reduceprice
8/9/2023 14:46:44,Female,,Selangor,RM2000 - RM3000,"Good original content, Have a wide variety of shows",,Virtual Cards,Set-top Boxes,Weekends,8 to 10 hours,,,3,2,
8/9/2023 14:47:55,,46 and above,,RM5000 and above,"Affordable, Good recommendation system",,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smart TVs, PCs & Laptops",Weekdays,8 to 10 hours,,The Conjuring,3,4,Upload Moree Exclusive Content
8/9/2023 14:49:22,Male,,Sabah,RM3000 - RM5000,Good original content,Standard,,,"Weekdays, Weekends",1 to 3 hours,"Horror, Thriller, Mystery",The Conjuring,4,3,
8/9/2023 14:54:00,Female,36 - 45,,,"Have a wide variety of shows, Good recommendation system",,Netflix Gift Cards,"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smartphones & Tablets, PCs & Laptops",,8 to 10 hours,"Musical, Thriller, Mystery",Train to Busan,,,
8/9/2023 14:55:36,Female,Below 18,,RM5000 and above,Good original content,Standard,,,"Weekdays, Weekends",4 to 7 hours,"Adventure, Fantasy, Musical, Psychological",John Wick: Chapter 3 - Parabellum,2,,
8/9/2023 14:58:40,,46 and above,,RM2000 - RM3000,Good original content,Mobile,,Game Consoles,Weekdays,8 to 10 hours,Psychological,Split,4,3,
8/9/2023 15:00:49,Female,Below 18,Negeri Sembilan,RM5000 and above,"Affordable, Good video quality",Premium,"Prepaid Cards (eg: Visa, MasterCard, American Express)",PCs & Laptops,,More than 10 hours,"Action, Adventure, Drama, Musical",Spirited Away,5,5,
8/9/2023 15:01:09,,26 - 35,Kedah,RM2000 - RM3000,Good original content,Standard,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Smart TVs, Set-top Boxes, Smartphones & Tablets",Weekends,8 to 10 hours,"Comedy, Fantasy, Romance",To All The Boys I've Loved Before,4,4,
8/9/2023 15:02:04,Male,46 and above,Sarawak,RM0,Affordable,Premium,Mobile Wallet (eg: Touch 'n Go),"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smart TVs, Game Consoles, Set-top Boxes, Blu-ray Players, Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Comedy, Drama, Musical, Horror, Thriller, Mystery, Romance, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 15:02:25,Female,18 - 25,Pahang,,,Premium,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Blu-ray Players, PCs & Laptops",,8 to 10 hours,,The Amazing Spider-Man,3,3,
8/9/2023 15:03:31,Female,,Perlis,RM2000 - RM3000,Have a wide variety of shows,,"Prepaid Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,"Weekdays, Weekends",,,,4,2,NEtlifx is sOo guddd
8/9/2023 15:03:59,,18 - 25,Kelantan,Below RM1000,Good video quality,Standard,Mobile Wallet (eg: Touch 'n Go),Smart TVs,Weekends,1 to 3 hours,"Adventure, Comedy, Horror, Thriller",John Wick: Chapter 3 - Parabellum,4,4,
8/9/2023 15:04:51,,,Kelantan,,,,,,,More than 10 hours,,,5,,
8/9/2023 15:05:00,Female,18 - 25,Kelantan,Below RM1000,Have a wide variety of shows,,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,,1 to 3 hours,"Action, Adventure, Horror, Thriller",The Karate Kid,4,2,
8/9/2023 15:05:55,,,,,,,,,,More than 10 hours,,Doctor Cha,,,
8/9/2023 15:06:47,Female,36 - 45,Negeri Sembilan,RM0,Good recommendation system,,Mobile Wallet (eg: Touch 'n Go),"Set-top Boxes, Smartphones & Tablets, PCs & Laptops",Weekends,8 to 10 hours,"Drama, Horror, Psychological, ",Mr Bean's Holiday,5,,
8/9/2023 15:07:26,Female,36 - 45,Johor,RM1000 - RM2000,Affordable,Standard,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smart TVs, PCs & Laptops",Weekends,8 to 10 hours,"Adventure, Fantasy, Romance, Science Fiction, Sports",,4,3,it Could be better if Netflix wud add more Sci-Fi Books! but everything is good :)
8/9/2023 15:08:01,Male,18 - 25,Kuala Lumpur,Below RM1000,"Affordable, Good original content, Have a wide variety of shows",Premium,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,Weekends,4 to 7 hours,"Adventure, Drama, Musical, Horror, Mystery, Sports",To All The Boys I've Loved Before,4,3,oen39fn
8/9/2023 15:08:51,Female,26 - 35,Sabah,RM2000 - RM3000,Good recommendation system,Standard,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Comedy, Mystery",John Wick: Chapter 3 - Parabellum,4,5,
8/9/2023 15:09:42,Male,,,RM2000 - RM3000,Affordable,Standard,Virtual Cards,Smartphones & Tablets,Weekends,1 to 3 hours,Drama,Mr Bean's Holiday,4,3,
8/9/2023 15:09:50,Male,Below 18,Kelantan,Below RM1000,Good original content,Basic,Virtual Cards,"Smart TVs, Set-top Boxes, Smartphones & Tablets, PCs & Laptops",Weekends,8 to 10 hours,"Adventure, Comedy, Fantasy, Science Fiction, Sports",The Karate Kid,5,4,It will be better_if Netflix could reduce restriction on plan sharing.
8/9/2023 15:12:08,Male,46 and above,,RM1000 - RM2000,Good video quality,Standard,,"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Set-top Boxes, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Adventure, Comedy, Fantasy, Thriller, Romance",Spirited Away,4,3,
8/9/2023 15:12:41,Male,Below 18,Pahang,Below RM1000,"Good original content, Good recommendation system",Standard,Netflix Gift Cards,"Game Consoles, Set-top Boxes","Weekdays, Weekends",4 to 7 hours,"Fantasy, Musical",Mr Bean's Holiday,4,3,mY familia loves Netflixxx xD
8/9/2023 15:13:31,Female,26 - 35,,,Have a wide variety of shows,,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)",,,4 to 7 hours,"Fantasy, Musical, Thriller, Science Fiction, Sports",The Amazing Spider-Man,3,2,
8/9/2023 15:13:35,,,Negeri Sembilan,RM1000 - RM2000,"Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Mobile,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV)","Weekdays, Weekends",More than 10 hours,Action,The Karate Kid,4,5,
8/9/2023 15:14:26,Male,Below 18,,RM2000 - RM3000,Affordable,Standard,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",,,4 to 7 hours,"Science Fiction, Sports, Psychological",,4,3,I Love netFlix
